"Type","BuyAmount","BuyCurrency","SellAmount","SellCurrency","FeeAmount","FeeCurrency","Exchange","ExchangeId","Group","Import","Comment","Date","NOKEquivalent","UpdatedAt"
"Trade","0.76536713","USDLOSS","0.76536713","USD","0","USD","ftx","808649039-1","","ftx","","2021-10-28T15:00:00.000Z","kr 6,79","2022-03-27T20:43:37.196Z"
"Trade","0.60331324","USDLOSS","0.60331324","USD","0","USD","ftx","808875382-1","","ftx","","2021-10-28T16:00:00.000Z","kr 5,35","2022-03-27T20:43:37.196Z"
"Trade","0","USD","0.60331324","USDLOSS","0","USD","ftx","808875382-2","","ftx","","2021-10-28T16:00:00.000Z","","2022-03-27T20:43:37.196Z"
"Trade","0.68490789","USDLOSS","0.68490789","USD","0","USD","ftx","809098660-1","","ftx","","2021-10-28T17:00:00.000Z","kr 6,07","2022-03-27T20:43:37.196Z"
"Trade","0","USD","0.68490789","USDLOSS","0","USD","ftx","809098660-2","","ftx","","2021-10-28T17:00:00.000Z","","2022-03-27T20:43:37.196Z"
"Trade","0","USD","0.89971172","USDLOSS","0","USD","ftx","809329696-2","","ftx","","2021-10-28T18:00:00.000Z","","2022-03-27T20:43:37.183Z"
"Trade","0.89971172","USDLOSS","0.89971172","USD","0","USD","ftx","809329696-1","","ftx","","2021-10-28T18:00:00.000Z","kr 7,98","2022-03-27T20:43:37.183Z"
"Trade","0.60823448","USDLOSS","0.60823448","USD","0","USD","ftx","809556543-1","","ftx","","2021-10-28T19:00:00.000Z","kr 5,39","2022-03-27T20:43:37.183Z"
"Trade","0","USD","0.60823448","USDLOSS","0","USD","ftx","809556543-2","","ftx","","2021-10-28T19:00:00.000Z","","2022-03-27T20:43:37.183Z"
"Trade","0","USD","0.35475841","USDLOSS","0","USD","ftx","809771500-2","","ftx","","2021-10-28T20:00:00.000Z","","2022-03-27T20:43:37.183Z"
"Trade","0.35475841","USDLOSS","0.35475841","USD","0","USD","ftx","809771500-1","","ftx","","2021-10-28T20:00:00.000Z","kr 3,15","2022-03-27T20:43:37.183Z"
"Trade","0","USD","0.73362019","USDLOSS","0","USD","ftx","810000036-2","","ftx","","2021-10-28T21:00:00.000Z","","2022-03-27T20:43:37.183Z"
"Trade","0.73362019","USDLOSS","0.73362019","USD","0","USD","ftx","810000036-1","","ftx","","2021-10-28T21:00:00.000Z","kr 6,50","2022-03-27T20:43:37.183Z"
"Trade","0","USD","0.56981517","USDLOSS","0","USD","ftx","810228578-2","","ftx","","2021-10-28T22:00:00.000Z","","2022-03-27T20:43:37.183Z"
"Trade","0.56981517","USDLOSS","0.56981517","USD","0","USD","ftx","810228578-1","","ftx","","2021-10-28T22:00:00.000Z","kr 5,05","2022-03-27T20:43:37.183Z"
"Trade","0.73258416","USDLOSS","0.73258416","USD","0","USD","ftx","810451209-1","","ftx","","2021-10-28T23:00:00.000Z","kr 6,50","2022-03-27T20:43:37.183Z"
"Trade","0","USD","0.73258416","USDLOSS","0","USD","ftx","810451209-2","","ftx","","2021-10-28T23:00:00.000Z","","2022-03-27T20:43:37.183Z"
"Trade","0","USD","0.47492387","USDLOSS","0","USD","ftx","810677938-2","","ftx","","2021-10-29T00:00:00.000Z","","2022-03-27T20:43:37.184Z"
"Trade","0.47492387","USDLOSS","0.47492387","USD","0","USD","ftx","810677938-1","","ftx","","2021-10-29T00:00:00.000Z","kr 4,21","2022-03-27T20:43:37.183Z"
"Trade","0","USD","0.92271261","USDLOSS","0","USD","ftx","810904070-2","","ftx","","2021-10-29T01:00:00.000Z","","2022-03-27T20:43:37.184Z"
"Trade","0.92271261","USDLOSS","0.92271261","USD","0","USD","ftx","810904070-1","","ftx","","2021-10-29T01:00:00.000Z","kr 8,18","2022-03-27T20:43:37.184Z"
"Trade","0","USD","1.10627225","USDLOSS","0","USD","ftx","811126350-2","","ftx","","2021-10-29T02:00:00.000Z","","2022-03-27T20:43:37.184Z"
"Trade","1.10627225","USDLOSS","1.10627225","USD","0","USD","ftx","811126350-1","","ftx","","2021-10-29T02:00:00.000Z","kr 9,81","2022-03-27T20:43:37.184Z"
"Trade","0.79200294","USDLOSS","0.79200294","USD","0","USD","ftx","811359359-1","","ftx","","2021-10-29T03:00:00.000Z","kr 7,02","2022-03-27T20:43:37.184Z"
"Trade","0","USD","0.79200294","USDLOSS","0","USD","ftx","811359359-2","","ftx","","2021-10-29T03:00:00.000Z","","2022-03-27T20:43:37.184Z"
"Trade","0","USD","0.94802093","USDLOSS","0","USD","ftx","811580376-2","","ftx","","2021-10-29T04:00:00.000Z","","2022-03-27T20:43:37.184Z"
"Trade","0.94802093","USDLOSS","0.94802093","USD","0","USD","ftx","811580376-1","","ftx","","2021-10-29T04:00:00.000Z","kr 8,41","2022-03-27T20:43:37.184Z"
"Trade","0","USD","0.94100691","USDLOSS","0","USD","ftx","811815452-2","","ftx","","2021-10-29T05:00:00.000Z","","2022-03-27T20:43:37.184Z"
"Trade","0.94100691","USDLOSS","0.94100691","USD","0","USD","ftx","811815452-1","","ftx","","2021-10-29T05:00:00.000Z","kr 8,34","2022-03-27T20:43:37.184Z"
"Trade","0.85633002","USDLOSS","0.85633002","USD","0","USD","ftx","812037925-1","","ftx","","2021-10-29T06:00:00.000Z","kr 7,59","2022-03-27T20:43:37.184Z"
"Trade","0","USD","0.85633002","USDLOSS","0","USD","ftx","812037925-2","","ftx","","2021-10-29T06:00:00.000Z","","2022-03-27T20:43:37.184Z"
"Trade","0","USD","0.99653261","USDLOSS","0","USD","ftx","812273678-2","","ftx","","2021-10-29T07:00:00.000Z","","2022-03-27T20:43:37.184Z"
"Trade","0.99653261","USDLOSS","0.99653261","USD","0","USD","ftx","812273678-1","","ftx","","2021-10-29T07:00:00.000Z","kr 8,84","2022-03-27T20:43:37.184Z"
"Trade","0","USD","0.73116105","USDLOSS","0","USD","ftx","812495719-2","","ftx","","2021-10-29T08:00:00.000Z","","2022-03-27T20:43:37.184Z"
"Trade","0.73116105","USDLOSS","0.73116105","USD","0","USD","ftx","812495719-1","","ftx","","2021-10-29T08:00:00.000Z","kr 6,48","2022-03-27T20:43:37.184Z"
"Trade","0.91222936","USDLOSS","0.91222936","USD","0","USD","ftx","812727204-1","","ftx","","2021-10-29T09:00:00.000Z","kr 8,09","2022-03-27T20:43:37.184Z"
"Trade","0","USD","0.91222936","USDLOSS","0","USD","ftx","812727204-2","","ftx","","2021-10-29T09:00:00.000Z","","2022-03-27T20:43:37.184Z"
"Trade","0.77993507","USDLOSS","0.77993507","USD","0","USD","ftx","812964042-1","","ftx","","2021-10-29T10:00:00.000Z","kr 6,92","2022-03-27T20:43:37.184Z"
"Trade","0","USD","0.77993507","USDLOSS","0","USD","ftx","812964042-2","","ftx","","2021-10-29T10:00:00.000Z","","2022-03-27T20:43:37.184Z"
"Trade","0","USD","0.79422951","USDLOSS","0","USD","ftx","813194720-2","","ftx","","2021-10-29T11:00:00.000Z","","2022-03-27T20:43:37.184Z"
"Trade","0.79422951","USDLOSS","0.79422951","USD","0","USD","ftx","813194720-1","","ftx","","2021-10-29T11:00:00.000Z","kr 7,04","2022-03-27T20:43:37.184Z"
"Trade","0","USD","0.97236523","USDLOSS","0","USD","ftx","813430673-2","","ftx","","2021-10-29T12:00:00.000Z","","2022-03-27T20:43:37.184Z"
"Trade","0.97236523","USDLOSS","0.97236523","USD","0","USD","ftx","813430673-1","","ftx","","2021-10-29T12:00:00.000Z","kr 8,62","2022-03-27T20:43:37.184Z"
"Trade","0","USD","0.90814763","USDLOSS","0","USD","ftx","813662630-2","","ftx","","2021-10-29T13:00:00.000Z","","2022-03-27T20:43:37.184Z"
"Trade","0.90814763","USDLOSS","0.90814763","USD","0","USD","ftx","813662630-1","","ftx","","2021-10-29T13:00:00.000Z","kr 8,05","2022-03-27T20:43:37.184Z"
"Trade","0","USD","1.00759688","USDLOSS","0","USD","ftx","813902442-2","","ftx","","2021-10-29T14:00:00.000Z","","2022-03-27T20:43:37.184Z"
"Trade","1.00759688","USDLOSS","1.00759688","USD","0","USD","ftx","813902442-1","","ftx","","2021-10-29T14:00:00.000Z","kr 8,93","2022-03-27T20:43:37.184Z"
"Trade","0","USD","0.93397843","USDLOSS","0","USD","ftx","814136161-2","","ftx","","2021-10-29T15:00:00.000Z","","2022-03-27T20:43:37.184Z"
"Trade","0.93397843","USDLOSS","0.93397843","USD","0","USD","ftx","814136161-1","","ftx","","2021-10-29T15:00:00.000Z","kr 8,28","2022-03-27T20:43:37.184Z"
"Trade","1.16961262","USDLOSS","1.16961262","USD","0","USD","ftx","814361514-1","","ftx","","2021-10-29T16:00:00.000Z","kr 10,37","2022-03-27T20:43:37.184Z"
"Trade","0","USD","1.16961262","USDLOSS","0","USD","ftx","814361514-2","","ftx","","2021-10-29T16:00:00.000Z","","2022-03-27T20:43:37.184Z"
"Trade","0","USD","1.34320466","USDLOSS","0","USD","ftx","814603621-2","","ftx","","2021-10-29T17:00:00.000Z","","2022-03-27T20:43:37.184Z"
"Trade","1.34320466","USDLOSS","1.34320466","USD","0","USD","ftx","814603621-1","","ftx","","2021-10-29T17:00:00.000Z","kr 11,91","2022-03-27T20:43:37.184Z"
"Trade","0","USD","1.09356888","USDLOSS","0","USD","ftx","814839734-2","","ftx","","2021-10-29T18:00:00.000Z","","2022-03-27T20:43:37.184Z"
"Trade","1.09356888","USDLOSS","1.09356888","USD","0","USD","ftx","814839734-1","","ftx","","2021-10-29T18:00:00.000Z","kr 9,70","2022-03-27T20:43:37.184Z"
"Trade","0","USD","0.98822655","USDLOSS","0","USD","ftx","815075437-2","","ftx","","2021-10-29T19:00:00.000Z","","2022-03-27T20:43:37.184Z"
"Trade","0.98822655","USDLOSS","0.98822655","USD","0","USD","ftx","815075437-1","","ftx","","2021-10-29T19:00:00.000Z","kr 8,76","2022-03-27T20:43:37.184Z"
"Trade","0","USD","1.08438034","USDLOSS","0","USD","ftx","815314419-2","","ftx","","2021-10-29T20:00:00.000Z","","2022-03-27T20:43:37.184Z"
"Trade","1.08438034","USDLOSS","1.08438034","USD","0","USD","ftx","815314419-1","","ftx","","2021-10-29T20:00:00.000Z","kr 9,61","2022-03-27T20:43:37.184Z"
"Trade","0","USD","0.82887672","USDLOSS","0","USD","ftx","815546545-2","","ftx","","2021-10-29T21:00:00.000Z","","2022-03-27T20:43:37.184Z"
"Trade","0.82887672","USDLOSS","0.82887672","USD","0","USD","ftx","815546545-1","","ftx","","2021-10-29T21:00:00.000Z","kr 7,35","2022-03-27T20:43:37.184Z"
"Trade","0","USD","0.82333457","USDLOSS","0","USD","ftx","815782201-2","","ftx","","2021-10-29T22:00:00.000Z","","2022-03-27T20:43:37.184Z"
"Trade","0.82333457","USDLOSS","0.82333457","USD","0","USD","ftx","815782201-1","","ftx","","2021-10-29T22:00:00.000Z","kr 7,30","2022-03-27T20:43:37.184Z"
"Trade","0.77683942","USDLOSS","0.77683942","USD","0","USD","ftx","816027560-1","","ftx","","2021-10-29T23:00:00.000Z","kr 6,89","2022-03-27T20:43:37.184Z"
"Trade","0","USD","0.77683942","USDLOSS","0","USD","ftx","816027560-2","","ftx","","2021-10-29T23:00:00.000Z","","2022-03-27T20:43:37.184Z"
"Trade","0.69808976","USDLOSS","0.69808976","USD","0","USD","ftx","816260031-1","","ftx","","2021-10-30T00:00:00.000Z","kr 6,19","2022-03-27T20:43:37.184Z"
"Trade","0","USD","0.69808976","USDLOSS","0","USD","ftx","816260031-2","","ftx","","2021-10-30T00:00:00.000Z","","2022-03-27T20:43:37.184Z"
"Trade","0.63298567","USDLOSS","0.63298567","USD","0","USD","ftx","816494860-1","","ftx","","2021-10-30T01:00:00.000Z","kr 5,61","2022-03-27T20:43:37.184Z"
"Trade","0","USD","0.63298567","USDLOSS","0","USD","ftx","816494860-2","","ftx","","2021-10-30T01:00:00.000Z","","2022-03-27T20:43:37.184Z"
"Trade","0","USD","0.6695552","USDLOSS","0","USD","ftx","816744993-2","","ftx","","2021-10-30T02:00:00.000Z","","2022-03-27T20:43:37.184Z"
"Trade","0.6695552","USDLOSS","0.6695552","USD","0","USD","ftx","816744993-1","","ftx","","2021-10-30T02:00:00.000Z","kr 5,94","2022-03-27T20:43:37.184Z"
"Trade","0.54882234","USDLOSS","0.54882234","USD","0","USD","ftx","816978412-1","","ftx","","2021-10-30T03:00:00.000Z","kr 4,87","2022-03-27T20:43:37.184Z"
"Trade","0","USD","0.54882234","USDLOSS","0","USD","ftx","816978412-2","","ftx","","2021-10-30T03:00:00.000Z","","2022-03-27T20:43:37.184Z"
"Trade","0.54657366","USDLOSS","0.54657366","USD","0","USD","ftx","817218033-1","","ftx","","2021-10-30T04:00:00.000Z","kr 4,85","2022-03-27T20:43:37.184Z"
"Trade","0","USD","0.54657366","USDLOSS","0","USD","ftx","817218033-2","","ftx","","2021-10-30T04:00:00.000Z","","2022-03-27T20:43:37.184Z"
"Trade","0","USD","0.54879456","USDLOSS","0","USD","ftx","817466240-2","","ftx","","2021-10-30T05:00:00.000Z","","2022-03-27T20:43:37.184Z"
"Trade","0.54879456","USDLOSS","0.54879456","USD","0","USD","ftx","817466240-1","","ftx","","2021-10-30T05:00:00.000Z","kr 4,87","2022-03-27T20:43:37.184Z"
"Trade","0.6851748","USDLOSS","0.6851748","USD","0","USD","ftx","817698933-1","","ftx","","2021-10-30T06:00:00.000Z","kr 6,07","2022-03-27T20:43:37.184Z"
"Trade","0","USD","0.6851748","USDLOSS","0","USD","ftx","817698933-2","","ftx","","2021-10-30T06:00:00.000Z","","2022-03-27T20:43:37.184Z"
"Trade","0.76573914","USDLOSS","0.76573914","USD","0","USD","ftx","817936807-1","","ftx","","2021-10-30T07:00:00.000Z","kr 6,79","2022-03-27T20:43:37.184Z"
"Trade","0","USD","0.76573914","USDLOSS","0","USD","ftx","817936807-2","","ftx","","2021-10-30T07:00:00.000Z","","2022-03-27T20:43:37.184Z"
"Trade","0.76524713","USDLOSS","0.76524713","USD","0","USD","ftx","818171570-1","","ftx","","2021-10-30T08:00:00.000Z","kr 6,78","2022-03-27T20:43:37.184Z"
"Trade","0","USD","0.76524713","USDLOSS","0","USD","ftx","818171570-2","","ftx","","2021-10-30T08:00:00.000Z","","2022-03-27T20:43:37.184Z"
"Trade","0","USD","0.86154154","USDLOSS","0","USD","ftx","818414075-2","","ftx","","2021-10-30T09:00:00.000Z","","2022-03-27T20:43:37.184Z"
"Trade","0.86154154","USDLOSS","0.86154154","USD","0","USD","ftx","818414075-1","","ftx","","2021-10-30T09:00:00.000Z","kr 7,64","2022-03-27T20:43:37.184Z"
"Trade","0","USD","0.9365108","USDLOSS","0","USD","ftx","818653050-2","","ftx","","2021-10-30T10:00:00.000Z","","2022-03-27T20:43:37.184Z"
"Trade","0.9365108","USDLOSS","0.9365108","USD","0","USD","ftx","818653050-1","","ftx","","2021-10-30T10:00:00.000Z","kr 8,30","2022-03-27T20:43:37.184Z"
"Trade","0","USD","1.03292244","USDLOSS","0","USD","ftx","818895013-2","","ftx","","2021-10-30T11:00:00.000Z","","2022-03-27T20:43:37.184Z"
"Trade","1.03292244","USDLOSS","1.03292244","USD","0","USD","ftx","818895013-1","","ftx","","2021-10-30T11:00:00.000Z","kr 9,16","2022-03-27T20:43:37.184Z"
"Trade","0","USD","1.16735226","USDLOSS","0","USD","ftx","819133966-2","","ftx","","2021-10-30T12:00:00.000Z","","2022-03-27T20:43:37.184Z"
"Trade","1.16735226","USDLOSS","1.16735226","USD","0","USD","ftx","819133966-1","","ftx","","2021-10-30T12:00:00.000Z","kr 10,35","2022-03-27T20:43:37.184Z"
"Trade","1.16478604","USDLOSS","1.16478604","USD","0","USD","ftx","819383160-1","","ftx","","2021-10-30T13:00:00.000Z","kr 10,33","2022-03-27T20:43:37.184Z"
"Trade","0","USD","1.16478604","USDLOSS","0","USD","ftx","819383160-2","","ftx","","2021-10-30T13:00:00.000Z","","2022-03-27T20:43:37.184Z"
"Trade","0.90377888","USDLOSS","0.90377888","USD","0","USD","ftx","819624863-1","","ftx","","2021-10-30T14:00:00.000Z","kr 8,01","2022-03-27T20:43:37.184Z"
"Trade","0","USD","0.90377888","USDLOSS","0","USD","ftx","819624863-2","","ftx","","2021-10-30T14:00:00.000Z","","2022-03-27T20:43:37.184Z"
"Trade","0","USD","0.80977943","USDLOSS","0","USD","ftx","819858524-2","","ftx","","2021-10-30T15:00:00.000Z","","2022-03-27T20:43:37.184Z"
"Trade","0.80977943","USDLOSS","0.80977943","USD","0","USD","ftx","819858524-1","","ftx","","2021-10-30T15:00:00.000Z","kr 7,18","2022-03-27T20:43:37.184Z"
"Trade","0","USD","1.09733882","USDLOSS","0","USD","ftx","820102968-2","","ftx","","2021-10-30T16:00:00.000Z","","2022-03-27T20:43:37.184Z"
"Trade","1.09733882","USDLOSS","1.09733882","USD","0","USD","ftx","820102968-1","","ftx","","2021-10-30T16:00:00.000Z","kr 9,73","2022-03-27T20:43:37.184Z"
"Trade","0.79224787","USDLOSS","0.79224787","USD","0","USD","ftx","820343755-1","","ftx","","2021-10-30T17:00:00.000Z","kr 7,02","2022-03-27T20:43:37.184Z"
"Trade","0","USD","0.79224787","USDLOSS","0","USD","ftx","820343755-2","","ftx","","2021-10-30T17:00:00.000Z","","2022-03-27T20:43:37.184Z"
"Trade","0.76838844","USDLOSS","0.76838844","USD","0","USD","ftx","820579822-1","","ftx","","2021-10-30T18:00:00.000Z","kr 6,81","2022-03-27T20:43:37.184Z"
"Trade","0","USD","0.76838844","USDLOSS","0","USD","ftx","820579822-2","","ftx","","2021-10-30T18:00:00.000Z","","2022-03-27T20:43:37.184Z"
"Trade","0.9606932","USDLOSS","0.9606932","USD","0","USD","ftx","820822758-1","","ftx","","2021-10-30T19:00:00.000Z","kr 8,52","2022-03-27T20:43:37.184Z"
"Trade","0","USD","0.9606932","USDLOSS","0","USD","ftx","820822758-2","","ftx","","2021-10-30T19:00:00.000Z","","2022-03-27T20:43:37.184Z"
"Trade","0.92637885","USDLOSS","0.92637885","USD","0","USD","ftx","821061787-1","","ftx","","2021-10-30T20:00:00.000Z","kr 8,21","2022-03-27T20:43:37.184Z"
"Trade","0","USD","0.92637885","USDLOSS","0","USD","ftx","821061787-2","","ftx","","2021-10-30T20:00:00.000Z","","2022-03-27T20:43:37.184Z"
"Trade","0","USD","0.86643089","USDLOSS","0","USD","ftx","821305876-2","","ftx","","2021-10-30T21:00:00.000Z","","2022-03-27T20:43:37.184Z"
"Trade","0.86643089","USDLOSS","0.86643089","USD","0","USD","ftx","821305876-1","","ftx","","2021-10-30T21:00:00.000Z","kr 7,68","2022-03-27T20:43:37.184Z"
"Trade","0","USD","0.70671767","USDLOSS","0","USD","ftx","821549572-2","","ftx","","2021-10-30T22:00:00.000Z","","2022-03-27T20:43:37.184Z"
"Trade","0.70671767","USDLOSS","0.70671767","USD","0","USD","ftx","821549572-1","","ftx","","2021-10-30T22:00:00.000Z","kr 6,27","2022-03-27T20:43:37.184Z"
"Trade","0.49252431","USDLOSS","0.49252431","USD","0","USD","ftx","821788228-1","","ftx","","2021-10-30T23:00:00.000Z","kr 4,37","2022-03-27T20:43:37.184Z"
"Trade","0","USD","0.49252431","USDLOSS","0","USD","ftx","821788228-2","","ftx","","2021-10-30T23:00:00.000Z","","2022-03-27T20:43:37.184Z"
"Trade","0","USD","0.5937173","USDLOSS","0","USD","ftx","822030566-2","","ftx","","2021-10-31T00:00:00.000Z","","2022-03-27T20:43:37.184Z"
"Trade","0.5937173","USDLOSS","0.5937173","USD","0","USD","ftx","822030566-1","","ftx","","2021-10-31T00:00:00.000Z","kr 5,26","2022-03-27T20:43:37.184Z"
"Trade","0","USD","1.15279805","USDLOSS","0","USD","ftx","822263048-2","","ftx","","2021-10-31T01:00:00.000Z","","2022-03-27T20:43:37.184Z"
"Trade","1.15279805","USDLOSS","1.15279805","USD","0","USD","ftx","822263048-1","","ftx","","2021-10-31T01:00:00.000Z","kr 10,22","2022-03-27T20:43:37.184Z"
"Trade","0.96725495","USDLOSS","0.96725495","USD","0","USD","ftx","822505182-1","","ftx","","2021-10-31T02:00:00.000Z","kr 8,58","2022-03-27T20:43:37.184Z"
"Trade","0","USD","0.96725495","USDLOSS","0","USD","ftx","822505182-2","","ftx","","2021-10-31T02:00:00.000Z","","2022-03-27T20:43:37.184Z"
"Trade","1.0120253","USDLOSS","1.0120253","USD","0","USD","ftx","822746565-1","","ftx","","2021-10-31T03:00:00.000Z","kr 8,97","2022-03-27T20:43:37.184Z"
"Trade","0","USD","1.0120253","USDLOSS","0","USD","ftx","822746565-2","","ftx","","2021-10-31T03:00:00.000Z","","2022-03-27T20:43:37.184Z"
"Trade","0","USD","1.08941314","USDLOSS","0","USD","ftx","822987574-2","","ftx","","2021-10-31T04:00:00.000Z","","2022-03-27T20:43:37.184Z"
"Trade","1.08941314","USDLOSS","1.08941314","USD","0","USD","ftx","822987574-1","","ftx","","2021-10-31T04:00:00.000Z","kr 9,66","2022-03-27T20:43:37.184Z"
"Trade","1.14608096","USDLOSS","1.14608096","USD","0","USD","ftx","823222536-1","","ftx","","2021-10-31T05:00:00.000Z","kr 10,16","2022-03-27T20:43:37.184Z"
"Trade","0","USD","1.14608096","USDLOSS","0","USD","ftx","823222536-2","","ftx","","2021-10-31T05:00:00.000Z","","2022-03-27T20:43:37.184Z"
"Trade","0","USD","0.9944464","USDLOSS","0","USD","ftx","823462872-2","","ftx","","2021-10-31T06:00:00.000Z","","2022-03-27T20:43:37.184Z"
"Trade","0.9944464","USDLOSS","0.9944464","USD","0","USD","ftx","823462872-1","","ftx","","2021-10-31T06:00:00.000Z","kr 8,82","2022-03-27T20:43:37.184Z"
"Trade","0","USD","1.02980759","USDLOSS","0","USD","ftx","823702967-2","","ftx","","2021-10-31T07:00:00.000Z","","2022-03-27T20:43:37.184Z"
"Trade","1.02980759","USDLOSS","1.02980759","USD","0","USD","ftx","823702967-1","","ftx","","2021-10-31T07:00:00.000Z","kr 9,13","2022-03-27T20:43:37.184Z"
"Trade","1.36818629","USDLOSS","1.36818629","USD","0","USD","ftx","823952340-1","","ftx","","2021-10-31T08:00:00.000Z","kr 12,13","2022-03-27T20:43:37.184Z"
"Trade","0","USD","1.36818629","USDLOSS","0","USD","ftx","823952340-2","","ftx","","2021-10-31T08:00:00.000Z","","2022-03-27T20:43:37.184Z"
"Trade","0","USD","0.95274132","USDLOSS","0","USD","ftx","824183429-2","","ftx","","2021-10-31T09:00:00.000Z","","2022-03-27T20:43:37.184Z"
"Trade","0.95274132","USDLOSS","0.95274132","USD","0","USD","ftx","824183429-1","","ftx","","2021-10-31T09:00:00.000Z","kr 8,45","2022-03-27T20:43:37.184Z"
"Trade","0","USD","0.96103941","USDLOSS","0","USD","ftx","824425390-2","","ftx","","2021-10-31T10:00:00.000Z","","2022-03-27T20:43:37.184Z"
"Trade","0.96103941","USDLOSS","0.96103941","USD","0","USD","ftx","824425390-1","","ftx","","2021-10-31T10:00:00.000Z","kr 8,52","2022-03-27T20:43:37.184Z"
"Trade","0","USD","0.64864206","USDLOSS","0","USD","ftx","824669679-2","","ftx","","2021-10-31T11:00:00.000Z","","2022-03-27T20:43:37.184Z"
"Trade","0.64864206","USDLOSS","0.64864206","USD","0","USD","ftx","824669679-1","","ftx","","2021-10-31T11:00:00.000Z","kr 5,75","2022-03-27T20:43:37.184Z"
"Withdrawal","0","","178.5211650957268","AV3CRV-GAUGE","0","","AVAX Transaction","0xf356e8e46d0ae838070b05437160ff9c0a6c32e3a3dc44aebe8d80cd7f8170bd-transfer-48226851","","avalanche","","2021-10-31T11:57:25.000Z","","2022-05-14T12:42:54.540Z"
"Deposit","178.5211650957268","AV3CRV","0","","0.005015825","AVAX","AVAX Transaction","0xf356e8e46d0ae838070b05437160ff9c0a6c32e3a3dc44aebe8d80cd7f8170bd-transfer-48226850","","avalanche","","2021-10-31T11:57:25.000Z","","2022-05-14T12:42:54.540Z"
"Withdrawal","0","","178.5211650957268","AV3CRV","0.0128394","AVAX","AVAX Transaction","0x9a784635f483e6cefa565fa67064a1d6a54f6cb0fb0d59c925b5ae1bde72af50-transfer-48227337","","avalanche","","2021-10-31T11:57:50.000Z","","2022-05-14T12:42:54.540Z"
"Deposit","179.163616","USDT.E","0","","0","","AVAX Transaction","0x9a784635f483e6cefa565fa67064a1d6a54f6cb0fb0d59c925b5ae1bde72af50-transfer-48227339","","avalanche","","2021-10-31T11:57:50.000Z","kr 1 588,50","2022-05-14T12:42:54.540Z"
"Deposit","0.000748617095412479","CRV","0","","0","","AVAX Transaction","0x00ee70e1644959dbfb4312c97f9593baefa7e54e6a331a7ae8afc4e13d4f2e79-transfer-48226609","","avalanche","","2021-10-31T11:58:10.000Z","kr 0,03","2022-05-14T12:42:54.540Z"
"Deposit","0.03968966676841538","WAVAX","0","","0.0041515","AVAX","AVAX Transaction","0x00ee70e1644959dbfb4312c97f9593baefa7e54e6a331a7ae8afc4e13d4f2e79-transfer-48226608","","avalanche","","2021-10-31T11:58:10.000Z","kr 22,61","2022-05-14T12:42:54.540Z"
"Spend","0","USD","0","AVAX","0.0011804","AVAX","AVAX Transaction","0x7cc23d791c33d2f30bf2b2efcc54fcb849c8e89977f39f4c66b794d06758cc13","","avalanche","","2021-10-31T11:59:12.000Z","","2022-05-14T12:42:54.540Z"
"Repay","179.1657541848151","USD","179.16601","USDT.E","0.00685755","AVAX","Aave","0x8c9a6159c041f234b1b5e163dbc53427c2049a854b0eef17a02418af84aae04e","","avalanche","","2021-10-31T11:59:35.000Z","kr 1 588,52","2022-05-14T12:42:54.540Z"
"Lost","0","","0","","0","","Aave","0x8c9a6159c041f234b1b5e163dbc53427c2049a854b0eef17a02418af84aae04e-fee","","avalanche","","2021-10-31T11:59:35.000Z","","2022-05-14T12:42:54.540Z"
"Trade","0.58334874","USDLOSS","0.58334874","USD","0","USD","ftx","824904229-1","","ftx","","2021-10-31T12:00:00.000Z","kr 5,17","2022-03-27T20:43:37.184Z"
"Trade","0","USD","0.58334874","USDLOSS","0","USD","ftx","824904229-2","","ftx","","2021-10-31T12:00:00.000Z","","2022-03-27T20:43:37.184Z"
"Withdrawal","0","","0.00960217093814777","AVAX","0.00533655","AVAX","AVAX Transaction","0xeb3d3f388342d1d7cb55f4738770c492fe19f63c8346a2f42bc251e9c3268204","","avalanche","","2021-10-31T12:01:25.000Z","","2022-05-14T12:42:54.540Z"
"Deposit","0.593","USDT.E","0","","0","","AVAX Transaction","0xeb3d3f388342d1d7cb55f4738770c492fe19f63c8346a2f42bc251e9c3268204-transfer-48228692","","avalanche","","2021-10-31T12:01:25.000Z","kr 5,26","2022-05-14T12:42:54.540Z"
"Deposit","0.000009592578359787","AVAX","0","","0","","AVAX Transaction","0xeb3d3f388342d1d7cb55f4738770c492fe19f63c8346a2f42bc251e9c3268204-avax-transfer-48228696","","avalanche","","2021-10-31T12:01:25.000Z","kr 0,01","2022-05-14T12:42:54.540Z"
"Lost","0","","0","","0","","Aave","0xb0ca8f1fbfd1315d38228d38338901a5d1cec005ff05a85b3e6fe3811cbd7bc3-fee","","avalanche","","2021-10-31T12:02:01.000Z","","2022-05-14T12:42:54.540Z"
"Repay","0.5924761540548719","USD","0.592477","USDT.E","0.0069937","AVAX","Aave","0xb0ca8f1fbfd1315d38228d38338901a5d1cec005ff05a85b3e6fe3811cbd7bc3","","avalanche","","2021-10-31T12:02:01.000Z","kr 5,25","2022-05-14T12:42:54.540Z"
"Spend","0","USD","0","AVAX","0.0012911","AVAX","AVAX Transaction","0x6d490801b734dc62ffc9e44011303e2c9f953948ff6a6835644257e1f30bf22a","","avalanche","","2021-10-31T12:02:33.000Z","","2022-05-14T12:42:54.540Z"
